title,link,company_name,reward
"프론트엔드 엔지니어 (React, Typescript) (미드레벨)",https://www.wanted.co.kr//wd/232735,벳칭,합격보상금 100만원
"서버 개발자 (typescript, node.js)",https://www.wanted.co.kr//wd/246735,서플라이스,합격보상금 100만원
"프론트엔드 엔지니어 (React, Typescript) (미드레벨)",https://www.wanted.co.kr//wd/232735,벳칭,합격보상금 100만원
"서버 개발자 (typescript, node.js)",https://www.wanted.co.kr//wd/246735,서플라이스,합격보상금 100만원
